"Receptions Leaders","Amon-Ra St. Brown ","DET","117"
"Receptions Leaders","Puka Nacua ","LAR","117"
"Receptions Leaders","Jaxon Smith-Njigba ","SEA","111"
"Receptions Leaders","Trey McBride ","ARI","109"
"Receptions Leaders","Justin Jefferson ","MIN","99"
"Receptions Leaders","Drake London ","ATL","98"
"Receptions Leaders","Brock Bowers ","LV","97"
"Receptions Leaders","CeeDee Lamb ","DAL","97"
"Receptions Leaders","Garrett Wilson ","NYJ","96"
"Receptions Leaders","Chris Olave ","NO","96"
"Receptions Leaders","Rashee Rice ","KC","96"
"Receptions Leaders","DeVonta Smith ","PHI","88"
"Receptions Leaders","A.J. Brown ","NE","88"
"Receptions Leaders","Harold Fannin Jr. ","CLE","83"
"Receptions Leaders","Nico Collins ","HOU","83"
"Receptions Leaders","Malik Nabers ","NYG","82"
"Receptions Leaders","George Pickens ","DAL","82"
"Receptions Leaders","Tetairoa McMillan ","CAR","81"
"Receptions Leaders","Zay Flowers ","BAL","81"
"Receptions Leaders","Wan'Dale Robinson ","TEN","80"
"Receptions Leaders","M. Pittman Jr. ","PIT","80"
"Receptions Leaders","Tyler Warren ","IND","79"
"Receptions Leaders","Colston Loveland ","CHI","79"
"Receptions Leaders","Ladd McConkey ","LAC","79"
"Receptions Leaders","C. McCaffrey ","SF","79"
"Receptions Leaders","Kyle Pitts Sr. ","ATL","77"
"Receptions Leaders","Bijan Robinson ","ATL","77"
"Receptions Leaders","Travis Kelce ","KC","75"
"Receptions Leaders","Jaylen Waddle ","DEN","75"
"Receptions Leaders","Jake Ferguson ","DAL","74"
"Receptions Leaders","Luther Burden III ","CHI","73"
"Receptions Leaders","Emeka Egbuka ","TB","73"
"Receptions Leaders","Jahmyr Gibbs ","DET","72"
"Receptions Leaders","Tee Higgins ","CIN","71"
"Receptions Leaders","Sam LaPorta ","DET","70"
"Receptions Leaders","George Kittle ","SF","70"
"Receptions Leaders","Khalil Shakir ","BUF","70"
"Receptions Leaders","Josh Downs ","IND","69"
"Receptions Leaders","DJ Moore ","BUF","69"
"Receptions Leaders","Terry McLaurin ","WAS","69"
"Receptions Leaders","Davante Adams ","LAR","69"
"Receptions Leaders","Stefon Diggs ","WAS","68"
"Receptions Leaders","Chris Godwin Jr. ","TB","68"
"Receptions Leaders","Michael Wilson ","ARI","68"
"Receptions Leaders","Jakobi Meyers ","JAC","67"
"Receptions Leaders","Courtland Sutton ","DEN","67"
"Receptions Leaders","Dalton Schultz ","HOU","66"
"Receptions Leaders","Dallas Goedert ","PHI","66"
"Receptions Leaders","M. Harrison Jr. ","ARI","66"
"Receptions Leaders","De'Von Achane ","MIA","66"
"Receptions Leaders","Juwan Johnson ","NO","65"
"Receptions Leaders","Carnell Tate ","TEN","65"
"Receptions Leaders","Mike Evans ","SF","65"
"Receptions Leaders","T.J. Hockenson ","MIN","64"
"Receptions Leaders","Isaiah Likely ","NYG","64"
"Receptions Leaders","KC Concepcion ","CLE","64"
"Receptions Leaders","DK Metcalf ","PIT","64"
"Receptions Leaders","Jameson Williams ","DET","64"
"Receptions Leaders","Chase Brown ","CIN","64"
""
"","Player","Team","Receiving Yards"
"Receiving Yards Leaders","Jaxon Smith-Njigba ","SEA","1568"
"Receiving Yards Leaders","Puka Nacua ","LAR","1539"
"Receiving Yards Leaders","Ja'Marr Chase ","CIN","1511"
"Receiving Yards Leaders","Amon-Ra St. Brown ","DET","1391"
"Receiving Yards Leaders","Justin Jefferson ","MIN","1311"
"Receiving Yards Leaders","CeeDee Lamb ","DAL","1295"
"Receiving Yards Leaders","Drake London ","ATL","1273"
"Receiving Yards Leaders","A.J. Brown ","NE","1234"
"Receiving Yards Leaders","Nico Collins ","HOU","1210"
"Receiving Yards Leaders","George Pickens ","DAL","1200"
"Receiving Yards Leaders","Chris Olave ","NO","1196"
"Receiving Yards Leaders","Zay Flowers ","BAL","1157"
"Receiving Yards Leaders","Tetairoa McMillan ","CAR","1145"
"Receiving Yards Leaders","DeVonta Smith ","PHI","1136"
"Receiving Yards Leaders","Emeka Egbuka ","TB","1097"
"Receiving Yards Leaders","Garrett Wilson ","NYJ","1096"
"Receiving Yards Leaders","Malik Nabers ","NYG","1080"
"Receiving Yards Leaders","Trey McBride ","ARI","1069"
"Receiving Yards Leaders","Rashee Rice ","KC","1069"
"Receiving Yards Leaders","Jameson Williams ","DET","1066"
"Receiving Yards Leaders","Brock Bowers ","LV","1023"
"Receiving Yards Leaders","Ladd McConkey ","LAC","1009"
"Receiving Yards Leaders","Jaylen Waddle ","DEN","992"
"Receiving Yards Leaders","Alec Pierce ","IND","975"
"Receiving Yards Leaders","Luther Burden III ","CHI","974"
"Receiving Yards Leaders","Terry McLaurin ","WAS","971"
"Receiving Yards Leaders","Rome Odunze ","CHI","965"
"Receiving Yards Leaders","Tee Higgins ","CIN","965"
"Receiving Yards Leaders","M. Harrison Jr. ","ARI","946"
"Receiving Yards Leaders","Colston Loveland ","CHI","928"
"Receiving Yards Leaders","DK Metcalf ","PIT","926"
"Receiving Yards Leaders","Davante Adams ","LAR","925"
"Receiving Yards Leaders","Christian Watson ","GB","923"
"Receiving Yards Leaders","Mike Evans ","SF","914"
"Receiving Yards Leaders","DJ Moore ","BUF","905"
"Receiving Yards Leaders","Carnell Tate ","TEN","887"
"Receiving Yards Leaders","Courtland Sutton ","DEN","884"
"Receiving Yards Leaders","Tyler Warren ","IND","878"
"Receiving Yards Leaders","Brian Thomas Jr. ","JAC","871"
"Receiving Yards Leaders","Parker Washington ","JAC","862"
"Receiving Yards Leaders","Kyle Pitts Sr. ","ATL","845"
"Receiving Yards Leaders","Michael Wilson ","ARI","840"
"Receiving Yards Leaders","Harold Fannin Jr. ","CLE","834"
"Receiving Yards Leaders","De'Zhaun Stribling ","SF","829"
"Receiving Yards Leaders","Sam LaPorta ","DET","814"
"Receiving Yards Leaders","M. Pittman Jr. ","PIT","806"
"Receiving Yards Leaders","Wan'Dale Robinson ","TEN","805"
"Receiving Yards Leaders","George Kittle ","SF","796"
"Receiving Yards Leaders","KC Concepcion ","CLE","793"
"Receiving Yards Leaders","Travis Kelce ","KC","785"
"Receiving Yards Leaders","Matthew Golden ","GB","780"
"Receiving Yards Leaders","Jerry Jeudy ","CLE","775"
"Receiving Yards Leaders","Chris Godwin Jr. ","TB","773"
"Receiving Yards Leaders","Jakobi Meyers ","JAC","771"
"Receiving Yards Leaders","Quentin Johnston ","LAC","763"
"Receiving Yards Leaders","Calvin Ridley ","TEN","762"
"Receiving Yards Leaders","Tucker Kraft ","GB","761"
"Receiving Yards Leaders","Stefon Diggs ","WAS","761"
"Receiving Yards Leaders","Jordan Addison ","MIN","758"
"Receiving Yards Leaders","Rashid Shaheed ","SEA","755"
""
"","Player","Team","Receiving TDs"
"Receiving TDs Leaders","Ja'Marr Chase ","CIN","11"
"Receiving TDs Leaders","Davante Adams ","LAR","10"
"Receiving TDs Leaders","Rashee Rice ","KC","10"
"Receiving TDs Leaders","Amon-Ra St. Brown ","DET","10"
"Receiving TDs Leaders","Jaxon Smith-Njigba ","SEA","10"
"Receiving TDs Leaders","Tee Higgins ","CIN","9"
"Receiving TDs Leaders","Drake London ","ATL","9"
"Receiving TDs Leaders","Puka Nacua ","LAR","9"
"Receiving TDs Leaders","Mark Andrews ","BAL","8"
"Receiving TDs Leaders","Dallas Goedert ","PHI","8"
"Receiving TDs Leaders","Brock Bowers ","LV","8"
"Receiving TDs Leaders","Christian Watson ","GB","8"
"Receiving TDs Leaders","Rome Odunze ","CHI","8"
"Receiving TDs Leaders","Malik Nabers ","NYG","8"
"Receiving TDs Leaders","Nico Collins ","HOU","8"
"Receiving TDs Leaders","Chris Olave ","NO","8"
"Receiving TDs Leaders","A.J. Brown ","NE","8"
"Receiving TDs Leaders","George Pickens ","DAL","8"
"Receiving TDs Leaders","CeeDee Lamb ","DAL","8"
"Receiving TDs Leaders","Colston Loveland ","CHI","7"
"Receiving TDs Leaders","Trey McBride ","ARI","7"
"Receiving TDs Leaders","Quentin Johnston ","LAC","7"
"Receiving TDs Leaders","Mike Evans ","SF","7"
"Receiving TDs Leaders","Courtland Sutton ","DEN","7"
"Receiving TDs Leaders","DJ Moore ","BUF","7"
"Receiving TDs Leaders","Terry McLaurin ","WAS","7"
"Receiving TDs Leaders","Tetairoa McMillan ","CAR","7"
"Receiving TDs Leaders","Jameson Williams ","DET","7"
"Receiving TDs Leaders","Emeka Egbuka ","TB","7"
"Receiving TDs Leaders","Justin Jefferson ","MIN","7"
"Receiving TDs Leaders","Jake Ferguson ","DAL","6"
"Receiving TDs Leaders","Tucker Kraft ","GB","6"
"Receiving TDs Leaders","Harold Fannin Jr. ","CLE","6"
"Receiving TDs Leaders","George Kittle ","SF","6"
"Receiving TDs Leaders","Tyler Warren ","IND","6"
"Receiving TDs Leaders","Rashod Bateman ","BAL","6"
"Receiving TDs Leaders","Parker Washington ","JAC","6"
"Receiving TDs Leaders","M. Harrison Jr. ","ARI","6"
"Receiving TDs Leaders","DK Metcalf ","PIT","6"
"Receiving TDs Leaders","Luther Burden III ","CHI","6"
"Receiving TDs Leaders","Alec Pierce ","IND","6"
"Receiving TDs Leaders","Jaylen Waddle ","DEN","6"
"Receiving TDs Leaders","Ladd McConkey ","LAC","6"
"Receiving TDs Leaders","Garrett Wilson ","NYJ","6"
"Receiving TDs Leaders","DeVonta Smith ","PHI","6"
"Receiving TDs Leaders","Zay Flowers ","BAL","6"
"Receiving TDs Leaders","Darren Waller ","CAR","5"
"Receiving TDs Leaders","AJ Barner ","SEA","5"
"Receiving TDs Leaders","Terrance Ferguson ","LAR","5"
"Receiving TDs Leaders","Hunter Henry ","NE","5"
"Receiving TDs Leaders","Isaiah Likely ","NYG","5"
"Receiving TDs Leaders","Dalton Kincaid ","BUF","5"
"Receiving TDs Leaders","Travis Kelce ","KC","5"
"Receiving TDs Leaders","Sam LaPorta ","DET","5"
"Receiving TDs Leaders","Jauan Jennings ","MIN","5"
"Receiving TDs Leaders","Ja'Kobi Lane ","BAL","5"
"Receiving TDs Leaders","Kayshon Boutte ","HOU","5"
"Receiving TDs Leaders","Romeo Doubs ","NE","5"
"Receiving TDs Leaders","Chris Godwin Jr. ","TB","5"
"Receiving TDs Leaders","Matthew Golden ","GB","5"
""
""
